Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre
01/04/2014,14,1479,656,469,834,2486,2852,2023,1793,1491,531,151,142,67,169,1306,985,347,97,780,2299,1052,344,533,404,772,0,216,977
01/04/2014,15,1512,548,417,1256,2083,2280,1972,1646,1316,816,147,115,44,152,1037,1126,467,203,476,2280,1519,346,563,398,565,0,129,895
01/04/2014,16,1797,615,851,2582,2198,2428,2050,1804,1139,1845,201,145,57,296,1671,1141,495,212,464,2305,2379,385,684,552,542,0,79,1460
01/04/2014,17,2306,1095,1421,3366,2486,2817,2325,1614,1108,2566,241,274,133,685,2077,2027,1103,590,652,3282,3059,594,872,1013,733,0,119,2246
01/04/2014,18,1920,637,673,1407,2357,2557,1487,933,634,981,167,280,123,443,1596,1164,635,353,444,2345,1512,266,789,629,855,0,146,1289
01/04/2014,19,1267,361,238,465,1894,1751,676,460,376,272,96,308,164,207,1013,811,360,219,391,1610,773,155,713,369,816,0,113,665
01/04/2014,20,1093,270,156,243,1706,1540,499,362,316,152,86,271,169,102,1107,556,243,98,336,1229,554,141,749,192,562,0,77,821
01/04/2014,21,733,188,110,160,1338,1447,373,364,195,91,63,171,103,66,857,493,214,93,220,1087,403,121,582,176,394,0,56,498
01/04/2014,22,492,142,83,80,996,1080,230,196,137,49,32,90,43,47,478,386,156,60,169,879,236,70,498,126,351,0,44,381
01/04/2014,23,218,63,56,61,444,518,119,94,86,28,32,65,28,17,252,297,152,28,115,511,107,44,225,103,202,0,35,158
02/04/2014,0,93,26,3,6,205,302,73,51,34,6,0,21,18,10,87,81,31,11,76,189,34,19,141,77,66,0,31,43
02/04/2014,1,79,10,9,15,95,257,26,34,23,7,2,14,5,5,48,40,11,29,56,52,9,3,68,18,52,0,8,31
02/04/2014,2,24,10,9,7,43,124,18,15,14,7,2,6,2,5,12,10,5,8,32,15,7,9,64,2,17,0,10,11
02/04/2014,3,22,7,3,7,38,136,13,14,11,0,1,3,0,0,30,22,13,18,35,34,8,0,36,2,12,0,3,18
02/04/2014,4,11,11,4,7,20,32,5,3,10,3,3,2,1,3,31,29,36,10,15,25,11,2,27,9,3,0,1,30
02/04/2014,5,26,75,31,202,77,91,32,49,33,52,16,16,11,32,141,94,67,39,28,181,186,27,56,68,11,0,8,100
02/04/2014,6,92,242,206,704,195,198,101,123,112,471,98,69,18,143,406,460,263,121,79,504,749,137,87,193,80,0,30,392
02/04/2014,7,375,798,753,2166,475,518,253,260,428,1607,200,172,76,349,845,1237,591,298,144,1299,857,484,115,418,81,0,75,962
02/04/2014,8,749,1645,1612,4806,912,1164,758,624,939,3110,282,307,117,558,2211,2236,838,349,366,2461,1877,976,251,710,192,0,157,1638
02/04/2014,9,750,931,815,2108,849,1239,793,734,960,1186,207,150,41,194,876,842,345,105,425,1455,1040,459,235,368,139,0,92,841
02/04/2014,10,930,631,459,948,1252,1611,1240,1059,1119,472,225,135,47,158,1149,721,332,135,547,1508,1240,372,334,429,299,245,101,1065
02/04/2014,11,1084,706,441,752,1457,1931,1843,1686,1170,479,139,140,50,132,1284,739,277,222,583,1503,571,279,400,327,419,0,123,1211
02/04/2014,12,1909,1374,696,1121,2476,3012,2642,2516,1959,1065,215,308,202,439,1570,1193,492,226,999,2233,1087,504,960,596,823,573,147,1233
02/04/2014,13,1782,1242,632,1191,2139,3175,3034,2822,1955,849,235,270,98,350,1731,1299,365,287,799,2432,1045,504,950,537,778,517,159,1282
02/04/2014,14,1417,593,389,966,1816,2334,2151,2127,1411,458,164,106,28,147,1124,973,349,157,576,2225,816,326,729,448,528,408,128,985
02/04/2014,15,1725,522,463,1067,2090,2312,2081,1989,1418,781,175,111,43,199,1822,1052,479,106,587,2075,1165,389,688,471,594,357,124,1230
02/04/2014,16,1991,652,880,2313,2258,2653,1875,2183,1002,1747,207,138,80,282,2415,1429,640,204,523,2592,1669,409,626,547,612,375,163,1633
02/04/2014,17,2470,1169,1469,3324,2663,2998,2197,1951,1077,2346,215,230,75,596,3224,1849,1101,326,516,3191,2338,575,798,998,872,472,200,2038
02/04/2014,18,1594,721,679,1445,2014,2293,1625,948,676,806,233,263,122,385,1625,1264,620,312,480,2556,1267,369,907,592,743,639,164,1355
02/04/2014,19,1226,363,252,401,1847,1822,854,579,362,259,140,164,64,139,1121,747,314,148,411,1474,617,157,858,315,672,778,104,673
02/04/2014,20,1052,304,148,218,1659,1523,623,394,287,133,68,124,63,64,1819,651,263,102,342,1201,379,112,585,131,649,560,122,1215
02/04/2014,21,751,189,91,129,1269,1582,385,311,246,115,79,123,55,54,676,468,204,56,220,956,323,110,574,165,447,391,69,354
02/04/2014,22,375,148,71,67,892,1017,245,246,149,79,60,75,31,45,512,378,151,29,191,793,238,88,554,110,300,242,38,281
02/04/2014,23,229,75,33,47,378,665,113,79,77,18,43,29,21,13,246,265,123,22,118,469,108,39,263,87,157,138,42,86
03/04/2014,0,101,37,12,19,154,261,51,76,39,13,14,11,3,8,147,80,33,6,88,134,36,28,160,55,85,64,18,41
03/04/2014,1,48,17,3,9,116,249,28,40,14,3,6,6,2,5,39,35,16,0,40,56,9,11,81,22,56,23,14,32
03/04/2014,2,25,9,5,14,46,198,29,53,17,2,2,0,1,0,35,20,12,0,32,18,6,3,51,5,11,10,5,17
03/04/2014,3,24,9,2,3,21,144,7,23,8,0,2,4,0,2,30,10,8,2,41,23,5,5,51,2,14,14,4,29
03/04/2014,4,8,8,6,5,21,54,7,4,13,7,1,1,1,5,35,26,27,8,16,30,8,4,36,11,6,7,6,39
03/04/2014,5,24,63,32,143,78,97,35,35,28,55,15,11,7,29,136,120,82,19,58,121,125,42,22,57,21,5,16,83
03/04/2014,6,84,291,202,843,220,187,57,128,100,470,66,47,26,138,501,505,277,107,142,527,626,134,77,198,78,22,31,417
03/04/2014,7,422,870,788,2634,563,568,306,276,412,1727,205,181,54,391,888,1054,468,283,245,1444,1571,481,144,418,119,47,91,965
03/04/2014,8,835,1520,1656,4498,939,1062,751,612,898,3070,297,269,93,541,1619,2082,898,364,565,2659,3120,984,280,759,159,106,189,1505
03/04/2014,9,663,904,671,1915,915,1299,883,766,929,1215,229,115,50,193,1807,1052,372,153,654,1380,1492,537,352,329,209,146,127,1050
03/04/2014,10,845,502,406,1330,965,1262,1179,1081,1151,399,174,97,56,146,1011,751,324,94,693,1420,879,294,310,361,327,228,166,692
03/04/2014,11,1155,671,403,831,1554,1978,1412,1388,1196,531,220,180,87,132,1043,819,361,151,846,1739,934,280,465,382,457,259,173,1043
03/04/2014,12,2060,1524,666,991,2730,3157,2689,2690,2160,1133,321,277,98,489,1397,1437,459,267,1627,2476,1772,529,923,623,826,632,345,1205
03/04/2014,13,1870,1141,681,1161,2298,3457,2799,2950,2139,803,268,262,80,331,2128,1314,417,310,1568,2563,1520,488,1015,556,755,543,223,1381
03/04/2014,14,1633,658,446,962,2173,3087,2243,2412,1829,500,157,193,92,169,1437,1339,488,162,1068,2027,1190,371,635,556,703,418,184,851
03/04/2014,15,1815,533,534,1361,2217,2651,2320,2208,1257,782,110,151,64,160,1439,1141,501,127,637,2307,1574,288,612,511,652,358,133,1016
03/04/2014,16,2269,782,1021,2809,2467,2963,2093,2164,1236,1759,257,178,76,294,1611,1302,569,230,535,2822,2519,468,742,627,762,392,116,1398
03/04/2014,17,2198,1153,1398,3042,2809,3133,2625,2141,1320,2479,246,305,148,681,2403,2155,1222,487,584,3653,3333,621,1037,1141,800,469,222,1877
03/04/2014,18,1627,678,620,1270,2223,2953,2137,1765,834,913,215,227,128,349,2032,1317,663,251,478,2642,1730,364,1064,681,814,738,138,1346
03/04/2014,19,1501,424,232,430,2129,1956,1409,1036,578,320,124,190,78,154,1126,811,339,127,391,1559,868,181,833,379,832,725,82,773
03/04/2014,20,1232,327,147,232,1920,1827,835,688,255,144,65,142,38,92,1228,647,266,88,317,1382,555,146,914,219,796,760,84,1085
03/04/2014,21,788,217,98,98,1568,1829,375,381,250,104,65,105,57,46,724,549,229,62,283,1144,440,102,634,221,608,437,103,597
03/04/2014,22,505,114,81,78,1082,1246,248,252,209,79,48,60,38,29,613,479,179,38,182,928,348,112,608,151,417,328,61,557
03/04/2014,23,249,113,35,53,628,759,149,198,112,42,46,18,8,10,447,326,201,22,173,592,181,77,503,106,235,249,27,176
04/04/2014,0,156,54,24,21,319,359,96,84,82,21,19,13,8,8,150,114,55,18,148,240,32,45,267,45,121,134,20,67
04/04/2014,1,75,41,6,18,266,365,43,89,41,16,16,16,4,0,66,42,13,3,82,70,14,27,177,10,74,51,9,20
04/04/2014,2,70,5,4,11,161,240,21,38,12,8,5,1,2,3,37,43,17,3,44,53,8,14,169,16,45,61,9,23
04/04/2014,3,33,8,5,11,61,121,27,10,14,6,1,10,1,2,26,18,6,5,42,47,5,9,207,3,25,77,7,14
04/04/2014,4,18,20,6,3,57,110,26,20,14,3,0,6,0,4,35,37,59,12,27,33,4,8,111,9,16,51,5,34
04/04/2014,5,30,62,23,158,88,117,21,29,31,58,14,12,5,44,110,162,88,15,58,133,60,30,49,60,34,8,17,97
04/04/2014,6,85,266,218,724,220,267,75,106,109,484,71,52,24,136,323,453,252,105,155,575,338,103,90,231,66,25,36,351
04/04/2014,7,375,846,859,2048,496,519,330,284,477,1597,190,158,75,348,826,1070,422,239,304,1424,1010,514,123,750,62,33,96,811
04/04/2014,8,795,1357,1148,3599,874,1237,766,635,919,undefined,291,234,96,489,2080,2044,857,361,565,2511,2363,949,294,779,138,132,170,1438
04/04/2014,9,698,894,815,2574,978,1263,953,796,975,1388,183,138,42,240,1183,1255,457,141,672,1441,1256,595,252,682,195,153,129,1043
04/04/2014,10,976,631,414,885,1227,1927,1057,1358,1023,497,136,129,43,145,1263,753,351,152,739,1579,942,391,329,564,321,230,149,1039
04/04/2014,11,1130,770,437,800,1642,2045,1549,1636,1365,582,180,127,54,181,991,883,317,182,953,1845,851,387,531,557,509,278,217,856
04/04/2014,12,1714,1296,686,1433,2842,3105,3006,2915,2205,1333,367,286,136,505,1991,1754,512,292,1838,2714,1481,588,1209,990,831,723,314,1186
04/04/2014,13,1958,1195,599,1298,2448,3466,3269,3283,2469,946,280,292,129,424,1804,1715,509,208,1632,2402,1460,549,1289,933,921,752,262,1025
04/04/2014,14,1789,752,443,1056,2441,3329,2693,2780,1889,577,210,197,59,231,1470,1501,585,175,1042,2184,982,343,703,901,752,625,185,949
04/04/2014,15,2012,640,558,1177,2617,3436,2684,3020,1470,911,163,213,94,225,1368,1147,635,232,832,2521,1206,411,743,807,775,378,212,1200
04/04/2014,16,2509,878,995,2217,2981,3352,2695,2602,1552,1845,210,215,109,390,1708,1430,675,308,750,3178,1765,531,890,909,741,415,210,1350
04/04/2014,17,2432,1126,1308,2795,3295,3679,3458,3009,1661,1905,285,295,151,649,3000,2157,1161,837,614,3801,2537,577,1285,1340,915,604,198,1809
04/04/2014,18,2032,672,529,1166,2864,3555,2906,2488,1273,671,203,376,94,352,2562,1562,785,1687,580,2586,1409,307,1212,1072,1126,942,127,1715
04/04/2014,19,1802,453,272,437,2975,3214,2182,1666,787,342,166,306,137,170,1796,1068,522,1480,388,1858,785,221,1149,860,1310,1192,118,1110
04/04/2014,20,1717,423,190,219,2830,2240,1462,1420,463,151,92,184,150,76,1431,863,282,172,371,1722,468,163,1309,490,1188,1040,111,1590
04/04/2014,21,1715,307,182,152,2525,2177,782,591,335,134,93,174,98,53,1309,967,361,342,372,1571,405,148,1294,359,820,897,99,868
04/04/2014,22,1092,334,177,136,1895,2086,505,529,342,81,60,116,69,82,1508,779,376,2672,281,1442,343,170,1168,273,785,777,65,1022
04/04/2014,23,753,230,124,100,1579,1639,396,434,251,60,59,151,47,40,1095,627,351,262,282,1023,264,126,742,227,512,609,65,430
05/04/2014,0,464,147,92,49,1027,916,274,267,119,29,34,77,31,15,511,374,267,60,170,651,138,37,922,96,436,495,35,145
05/04/2014,1,276,37,29,64,558,740,124,89,85,24,11,19,2,8,225,218,103,67,132,312,57,34,626,70,335,287,33,90
05/04/2014,2,166,31,26,21,397,407,63,86,44,6,8,12,0,3,127,180,57,30,130,293,15,30,519,24,134,172,28,61
05/04/2014,3,100,16,12,16,242,408,65,90,43,16,20,9,3,2,84,80,47,36,105,145,20,20,535,28,133,62,18,37
05/04/2014,4,70,13,10,9,108,352,44,47,43,7,4,7,1,3,47,49,42,6,73,142,28,25,234,25,94,18,12,28
05/04/2014,5,45,47,7,16,97,145,43,45,24,19,16,22,8,10,78,62,95,12,77,153,60,11,145,12,42,19,12,49
05/04/2014,6,39,60,30,16,139,173,88,76,47,48,26,23,3,48,85,88,100,37,156,212,178,41,143,120,45,39,30,73
05/04/2014,7,80,87,44,34,253,284,157,148,117,81,62,88,34,61,201,222,181,86,213,420,331,72,86,502,57,22,84,96
05/04/2014,8,138,112,61,54,357,485,465,356,288,79,84,139,52,84,387,323,203,162,333,678,502,130,101,514,86,75,142,215
05/04/2014,9,299,209,89,82,633,1098,1005,955,620,104,88,184,73,133,634,483,286,144,732,1039,578,131,173,757,149,140,329,530
05/04/2014,10,724,284,117,108,1007,1901,1492,1846,988,127,154,282,100,184,756,746,315,234,1264,1579,669,158,325,689,303,211,287,610
05/04/2014,11,1081,337,187,108,1865,2703,2552,2396,1517,134,197,346,157,177,1410,1013,421,255,1475,2073,753,208,455,1024,474,348,384,1411
05/04/2014,12,1314,318,120,94,2651,2877,3333,3176,1765,174,163,765,264,222,1410,1146,521,272,1777,1976,1019,479,607,1244,758,489,401,986
05/04/2014,13,1589,304,164,104,2595,3306,4025,3484,1841,135,171,903,256,261,1890,1391,607,312,1605,2225,1036,542,733,1286,920,565,377,1457
05/04/2014,14,1876,372,151,131,2760,3704,4413,4190,1850,156,100,445,213,255,2042,1281,583,344,1509,2589,880,184,895,1579,1039,145,427,1483
05/04/2014,15,1924,393,156,99,2707,3898,3989,4438,1624,145,68,368,206,229,1769,1491,579,471,1155,2854,838,226,1006,1219,910,0,309,1578
05/04/2014,16,2104,381,200,102,2622,3077,3740,3606,1441,290,273,1054,365,365,1896,1355,593,497,724,2920,1371,297,1079,1418,863,0,215,1657
05/04/2014,17,1849,581,157,79,2777,2883,3019,2807,1039,191,176,583,376,161,2099,1464,681,1098,516,2587,485,308,1034,1333,1017,758,128,1530
05/04/2014,18,1595,560,169,102,2799,2844,2343,1414,764,140,74,570,234,185,2318,1311,788,2642,376,2283,467,181,1268,1077,1190,900,160,1757
05/04/2014,19,1574,480,121,102,3041,2735,1325,925,434,93,87,558,335,121,2145,1053,430,1473,330,1860,316,181,1280,431,1363,1060,112,1366
05/04/2014,20,1310,429,96,98,2132,2181,955,598,417,89,83,356,187,64,1707,902,374,169,336,1607,192,128,1386,407,1129,894,104,1632
05/04/2014,21,1269,229,132,61,1985,2302,662,594,340,74,98,298,171,61,1685,952,386,154,242,1506,150,107,1053,342,922,822,62,1285
05/04/2014,22,915,419,129,79,2115,2034,654,631,436,71,112,276,160,61,1961,919,619,3986,258,1521,232,211,1181,346,881,790,71,1546
05/04/2014,23,736,262,130,75,1691,1690,442,525,370,54,53,188,96,47,1177,778,296,270,253,1274,202,148,1151,209,694,796,75,579
06/04/2014,0,461,180,134,24,1222,1130,254,435,195,36,23,77,54,26,553,550,346,81,231,832,96,109,1106,151,388,597,67,244
06/04/2014,1,335,107,107,14,769,807,184,265,204,12,16,40,39,6,431,332,161,58,235,486,72,47,878,128,328,504,50,172
06/04/2014,2,74,1,19,8,43,90,21,3,9,24,6,40,17,8,55,48,12,38,176,342,53,28,654,1,142,197,32,99
06/04/2014,3,110,16,5,6,179,413,92,69,58,3,16,12,2,4,89,127,64,25,116,163,37,18,374,27,35,116,16,33
06/04/2014,4,41,24,9,21,69,228,38,48,21,2,4,10,0,3,54,55,29,13,79,96,22,25,159,15,33,21,12,36
06/04/2014,5,26,16,5,12,88,95,43,36,26,17,14,9,5,10,56,47,27,20,47,97,36,25,94,34,17,28,6,76
06/04/2014,6,57,31,15,13,98,143,42,48,44,23,17,34,24,47,110,83,56,53,92,176,71,52,150,138,34,33,36,123
06/04/2014,7,98,70,38,39,191,276,115,89,113,48,33,100,31,108,206,241,155,102,261,434,295,95,105,444,49,39,74,266
06/04/2014,8,196,104,63,53,418,532,323,326,351,104,65,245,88,161,434,358,199,206,476,725,426,163,162,505,106,65,138,407
06/04/2014,9,455,187,96,79,807,1266,996,853,789,102,75,297,106,236,775,668,397,242,945,1189,547,211,301,910,206,173,256,1002
06/04/2014,10,931,260,138,71,1288,1737,1772,1855,1206,135,110,498,223,294,1507,976,424,422,1392,1797,626,172,457,1058,483,342,337,1808
06/04/2014,11,1124,276,124,90,1773,2333,2762,2772,1320,121,105,659,353,277,1972,1221,632,426,1716,2129,800,247,748,1437,674,529,499,1752
06/04/2014,12,1581,441,130,108,2615,3174,3357,3277,1437,119,101,676,383,282,2252,1448,754,659,2093,2569,731,197,863,1520,1160,848,447,2145
06/04/2014,13,1942,327,147,156,2794,3537,3973,3711,1643,146,112,749,491,321,2456,1630,708,638,1994,2721,731,191,992,1540,1222,876,463,2427
06/04/2014,14,1911,430,129,132,2941,3487,4281,3626,1644,159,149,955,463,258,2221,1651,731,566,1640,2656,847,221,1055,1624,1123,653,325,2172
06/04/2014,15,1970,331,111,95,2741,3364,4371,3684,1484,184,106,1094,458,303,2360,1629,791,738,1223,2840,900,204,1071,1514,926,473,261,1945
06/04/2014,16,2026,386,137,108,2550,3137,3688,3004,1262,135,95,556,374,241,2206,1727,756,1244,683,2827,906,195,1044,1512,895,485,163,1844
06/04/2014,17,1822,369,156,79,2610,2889,2204,1825,666,134,105,541,312,187,1960,1386,744,1611,472,2567,731,253,1146,1084,974,594,120,1368
06/04/2014,18,1246,298,95,113,2165,2205,1383,812,407,135,147,636,207,201,1285,1126,606,2575,417,2085,748,186,1078,574,955,798,94,708
06/04/2014,19,1078,311,64,73,1849,1710,835,446,309,106,110,314,107,100,1362,781,305,206,334,1563,495,143,1131,308,891,844,106,1336
06/04/2014,20,564,137,62,33,1142,1308,425,226,188,46,69,170,90,53,646,500,259,135,165,814,135,101,590,159,593,417,76,556
06/04/2014,21,558,197,53,35,1198,1354,333,303,202,60,42,140,39,65,1092,561,253,2360,237,1049,222,140,688,153,548,490,68,860
06/04/2014,22,421,155,49,36,899,980,239,202,141,40,58,130,65,48,678,389,283,1237,222,876,261,114,482,158,291,338,58,364
06/04/2014,23,207,20,13,38,411,529,130,79,54,22,19,66,27,15,259,243,166,69,97,372,110,52,362,90,216,167,18,112
07/04/2014,0,102,20,8,19,217,351,50,63,50,16,14,42,29,12,124,162,56,19,73,182,30,18,192,41,64,70,21,88
07/04/2014,1,47,17,6,14,76,263,17,33,16,7,17,6,0,3,44,47,18,4,39,97,8,8,137,111,28,20,1,17
07/04/2014,2,37,2,1,4,60,155,17,25,10,2,1,17,3,0,39,37,25,10,24,44,11,11,77,10,28,5,6,21
07/04/2014,3,21,6,4,2,57,208,14,17,22,4,2,4,2,0,47,32,8,30,16,31,13,11,58,3,18,9,2,39
07/04/2014,4,21,17,4,9,20,107,11,14,8,6,2,2,0,3,34,21,40,16,22,41,26,2,50,14,6,10,2,62
07/04/2014,5,20,67,35,182,113,97,28,45,48,85,16,15,2,39,102,114,81,37,30,172,172,34,41,92,17,7,11,130
07/04/2014,6,101,277,241,891,219,241,97,103,151,646,76,88,45,192,423,528,273,120,104,617,904,151,90,245,88,31,29,359
07/04/2014,7,452,1050,1009,3059,595,652,477,317,567,2134,242,262,119,538,996,1469,673,380,260,1720,2386,605,184,679,124,77,64,991
07/04/2014,8,901,1856,1735,5078,1180,1322,999,773,1101,3577,305,322,144,571,1680,2434,1016,408,460,2682,3191,942,325,953,207,163,124,1724
07/04/2014,9,750,831,628,1558,1162,1582,1161,1020,1057,948,210,147,42,168,1009,1070,347,145,560,1698,1506,435,350,408,201,173,68,837
07/04/2014,10,1055,531,460,838,1626,2312,2005,1777,1390,459,247,170,80,151,1263,884,340,217,560,1907,1457,363,540,403,427,273,74,1243
07/04/2014,11,1164,584,430,723,2203,2582,2760,2461,1821,569,304,213,74,217,1199,1145,354,249,667,2064,561,312,601,448,668,405,98,854
07/04/2014,12,2151,1639,743,1140,3393,4122,4545,4213,2714,1383,402,503,275,754,1957,2121,541,520,1141,3332,1985,690,1253,820,1157,767,163,1762
07/04/2014,13,2150,1174,648,1088,2655,3847,3822,4242,2407,893,255,405,162,429,1868,1836,487,498,870,2975,1099,569,1191,701,1013,259,99,1758
07/04/2014,14,1980,640,514,865,2530,3490,3348,3122,1776,491,178,262,145,210,1757,1241,518,309,603,2942,718,379,787,651,854,0,97,1290
07/04/2014,15,1887,671,453,1264,2833,2867,2948,2838,1542,904,197,251,135,212,1706,1139,542,450,610,2475,834,393,778,669,845,0,118,1842
07/04/2014,16,1920,675,885,2835,2605,2861,2926,2453,1322,1559,183,293,160,382,1747,1586,665,311,504,2988,1575,399,862,923,695,371,102,1441
07/04/2014,17,2245,1064,1387,3172,2796,2798,2443,2221,1202,2415,296,265,178,706,2433,2359,1246,667,520,3776,2233,586,1004,1013,778,454,141,2050
07/04/2014,18,1681,575,604,1278,2024,2162,1563,970,560,807,190,335,153,360,1492,1065,594,293,413,2533,1138,253,759,505,796,534,129,889
07/04/2014,19,1185,276,206,372,1718,1511,1083,475,330,232,77,242,91,141,797,700,333,146,319,1480,506,178,650,282,719,584,95,511
07/04/2014,20,832,245,119,196,1402,1003,668,385,242,124,88,202,79,64,723,519,234,82,249,1079,349,85,616,233,588,396,63,375
07/04/2014,21,571,156,88,106,1081,817,500,249,221,68,44,170,80,65,589,484,213,67,183,867,216,77,514,179,421,305,61,261
07/04/2014,22,343,86,45,59,578,577,275,182,98,39,34,31,18,26,333,363,150,19,107,680,122,44,283,86,291,143,18,162
07/04/2014,23,157,61,38,40,327,561,117,89,72,32,6,38,11,10,210,201,138,7,68,397,74,34,202,26,107,61,26,68
08/04/2014,0,74,24,2,15,145,109,54,32,17,6,1,9,6,7,67,82,30,14,77,126,19,5,147,19,74,40,12,33
08/04/2014,1,28,13,3,5,82,67,18,11,15,0,2,4,2,0,32,31,9,2,45,76,0,2,103,9,52,12,3,15
08/04/2014,2,18,7,3,4,37,31,14,4,4,0,2,0,0,1,30,25,14,5,42,18,9,9,50,2,44,14,1,18
08/04/2014,3,19,7,0,3,23,26,8,14,8,0,0,6,2,1,34,2,1,3,18,12,7,4,26,1,6,2,0,31
08/04/2014,4,11,15,4,5,12,44,10,18,16,5,2,1,0,1,51,19,32,29,18,43,13,4,25,16,7,14,6,49
08/04/2014,5,22,61,20,171,84,84,25,29,34,85,12,8,4,33,75,96,84,28,68,112,90,37,53,52,19,9,14,120
08/04/2014,6,87,243,216,792,217,232,108,111,127,649,82,115,64,180,375,452,280,188,134,540,578,129,101,263,75,27,44,324
08/04/2014,7,379,904,921,2821,561,567,447,349,475,1810,193,234,150,495,968,1484,559,350,260,1514,1569,466,192,641,96,99,97,845
08/04/2014,8,891,1756,1701,4968,1002,1148,833,762,944,3318,327,310,110,594,1622,2107,968,354,579,2669,2611,1009,287,649,205,176,149,1505
08/04/2014,9,790,759,684,1696,936,1335,945,727,977,1007,187,136,53,167,802,965,385,187,690,1329,1271,406,234,463,184,157,141,775
08/04/2014,10,703,494,423,796,1395,2045,1600,1360,1305,464,149,141,53,123,807,865,207,153,933,1473,1064,353,306,319,296,273,225,669
08/04/2014,11,1158,523,456,713,2209,2424,2560,2336,1455,487,170,185,80,180,1005,1264,437,251,1021,1980,1071,347,642,680,440,337,149,806
08/04/2014,12,1929,1422,645,1209,3189,3572,3360,3994,2348,1127,294,194,89,488,1436,1631,502,320,1779,2942,1554,515,1194,607,810,577,243,997
08/04/2014,13,1716,1123,546,1154,2324,3620,3384,3871,2188,814,164,64,31,285,1342,1325,415,162,1377,2684,1414,477,835,403,763,430,260,939
08/04/2014,14,1459,650,389,1104,1727,2995,2562,2499,1563,403,115,28,16,123,1051,897,399,68,754,1931,1122,353,575,281,612,325,186,729
08/04/2014,15,1495,553,494,1409,1942,2987,2407,2253,1399,816,194,47,14,149,1065,1141,572,107,487,2330,1546,288,571,398,683,315,118,664
08/04/2014,16,1629,752,1033,3149,1998,2425,2386,2141,1066,1526,156,82,34,343,1447,1362,709,114,439,2409,2506,415,691,385,607,285,136,957
08/04/2014,17,2005,1334,1619,4543,1851,2627,2272,2073,1076,2150,203,137,51,671,2317,1836,1505,302,488,3161,3155,675,721,546,893,433,195,1516
08/04/2014,18,1575,745,742,1836,1848,2465,1417,1048,664,743,188,94,29,266,1520,1019,786,155,429,2268,1572,353,744,319,1007,650,189,1155
08/04/2014,19,900,296,195,474,1638,1947,1017,420,375,245,99,64,10,95,640,500,352,41,316,1267,721,223,684,120,900,606,84,364
